### GO term enrichment for convergent genes in whole body samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTbi_GSEA	toTsi_GSEA	toTce_GSEA	toTms_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0046949	fatty-acyl-CoA biosynthetic process	0.1074	0.01879	0.111	0.13672	0.08547	0.02192	0.10122	0.21602	0.07153	0.06723	0.093345
GO:0031062	positive regulation of histone methylation	0.0913	0.44825	0.0349	0.15633	0.09542	0.2379	0.19129	0.07825	0.00947	0.04876	0.09336
GO:0015985	"energy coupled proton transport, down electrochemical gradient"	0.1488	0.13568	0.016	0.01639	0.27456	0.02572	0.19378	0.48993	0.04637	0.05205	0.093865
GO:0015986	ATP synthesis coupled proton transport	0.1488	0.13568	0.016	0.01639	0.27456	0.02572	0.19378	0.48993	0.04637	0.05205	0.093865
GO:0030576	Cajal body organization	0.0165	0.09994	0.0755	0.09084	NA	0.1018	0.05608	NA	0.25949	0.34436	0.09539
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	0.2215	0.08315	0.1004	0.55807	0.09056	0.48195	0.13574	0.02715	0.07098	0.01057	0.09548
GO:0032350	regulation of hormone metabolic process	0.1948	0.13284	0.0491	0.09265	0.02831	0.04445	0.09882	0.01853	0.13788	0.16615	0.095735
GO:0048749	compound eye development	0.0747	0.06557	0.6288	0.49212	0.26409	0.063	0.05115	0.34087	0.05259	0.11875	0.096725
GO:0016071	mRNA metabolic process	0.3711	0.05208	0.0555	0.15124	0.03223	0.00479	0.14002	0.01678	0.16263	0.98155	0.09776
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.231	0.05291	0.0855	0.10264	0.22839	0.19847	0.20549	0.02448	0.09442	0.08525	0.09853
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	0.231	0.05291	0.0855	0.10264	0.22839	0.19847	0.20549	0.02448	0.09442	0.08525	0.09853
GO:0040013	negative regulation of locomotion	0.0744	0.06694	0.243	0.11363	0.157	0.08409	0.05877	0.06198	0.4461	0.43372	0.09886
GO:0030833	regulation of actin filament polymerization	0.1584	0.00408	0.5002	0.86507	0.10945	0.02435	0.08843	0.33807	0.07117	0.03042	0.09894
GO:0007369	gastrulation	0.0596	0.09739	0.1016	0.07529	0.64743	0.05313	0.06451	0.69588	0.14752	0.1878	0.099495
GO:0006418	tRNA aminoacylation for protein translation	0.1959	0.11431	0.1152	0.06508	0.09941	0.01898	0.09969	0.04242	0.01238	0.27568	0.09955
GO:0043039	tRNA aminoacylation	0.1959	0.11431	0.1152	0.06508	0.09941	0.01898	0.09969	0.04242	0.01238	0.27568	0.09955
GO:0006929	substrate-dependent cell migration	0.0319	0.03608	0.1522	0.07515	0.6359	0.07229	0.01364	0.65557	0.1256	0.13758	0.100375
GO:0006930	"substrate-dependent cell migration, cell extension"	0.0319	0.03608	0.1522	0.07515	0.6359	0.07229	0.01364	0.65557	0.1256	0.13758	0.100375
GO:0031325	positive regulation of cellular metabolic process	0.241	0.01995	0.0542	0.04072	0.08041	0.14328	0.2609	0.02958	0.34602	0.1213	0.100855
GO:0034660	ncRNA metabolic process	0.061	0.06567	0.7965	0.11306	0.09071	0.15115	0.23482	0.04298	0.25297	0.04637	0.101885
GO:0009226	nucleotide-sugar biosynthetic process	0.0536	NA	0.0253	0.04451	0.20537	NA	0.09396	0.19302	0.11009	0.15642	0.102025
GO:0010948	negative regulation of cell cycle process	0.0922	0.06951	0.3887	0.1844	0.11191	0.0775	0.05338	0.08898	0.56262	0.30736	0.102055
GO:0016579	protein deubiquitination	0.1552	0.13672	0.0204	0.05882	0.0638	0.06951	0.13513	0.01251	0.31724	0.23818	0.10232
GO:0006997	nucleus organization	0.0437	0.23638	0.2895	0.01913	0.00381	0.16832	0.05639	0.05091	0.15132	0.33771	0.103855
GO:2001233	regulation of apoptotic signaling pathway	0.2095	0.07062	0.06	0.11045	0.10379	0.06922	0.19152	0.10442	0.13758	0.03456	0.104105
GO:0044249	cellular biosynthetic process	0.0352	0.03178	0.0971	0.14772	0.11206	0.21159	0.03334	0.03096	0.41371	0.21586	0.10458
GO:0044087	regulation of cellular component biogenesis	0.1963	0.13942	0.1766	0.11345	0.02117	0.09649	0.21781	0.0546	0.01265	0.02497	0.10497
GO:0051173	positive regulation of nitrogen compound metabolic process	0.0972	0.15814	0.104	0.06678	0.03691	0.11074	0.12718	0.05249	0.38274	0.21442	0.10737
GO:0000413	protein peptidyl-prolyl isomerization	0.3671	0.15797	0.0573	0.20862	0.03818	0.34373	0.35496	0.00923	0.02565	0.02127	0.107635
GO:0030522	intracellular receptor signaling pathway	0.1149	0.1036	0.3659	0.12602	0.08376	0.03576	0.11438	0.14753	0.04888	0.05789	0.10899
GO:0044085	cellular component biogenesis	0.0666	0.21769	0.1543	0.05596	0.24954	0.20236	0.05174	0.36498	0.02572	0.0155	0.11045
GO:0031323	regulation of cellular metabolic process	0.1022	0.09824	0.3576	0.29185	0.01107	0.17443	0.06308	0.10468	0.29742	0.11626	0.11047
GO:0048646	anatomical structure formation involved in morphogenesis	0.3355	0.21918	0.0713	0.02906	0.09959	0.23529	0.2163	0.12149	0.03929	0.05534	0.11054
GO:2001234	negative regulation of apoptotic signaling pathway	0.0659	0.07069	0.0375	0.01316	0.42399	0.14499	0.07707	0.62146	0.46245	0.1661	0.11103
GO:0006338	chromatin remodeling	0.1286	0.0459	0.1441	0.09349	0.0425	0.0117	0.06637	0.27113	0.22154	0.19403	0.111045
GO:0045862	positive regulation of proteolysis	0.4334	0.08953	0.0663	0.04604	0.11029	0.04423	0.55057	0.11471	0.83867	0.23441	0.1125
GO:0031038	myosin II filament organization	0.0206	0.81239	0.1144	0.11096	0.41156	0.45846	0.02005	0.27636	0.07242	0.04215	0.11268
GO:0030260	entry into host cell	0.0355	0.11827	0.1564	0.19817	0.0346	0.11776	0.07323	0.01888	0.12178	0.10873	0.113245
GO:0044409	entry into host	0.0355	0.11827	0.1564	0.19817	0.0346	0.11776	0.07323	0.01888	0.12178	0.10873	0.113245
GO:0046718	viral entry into host cell	0.0355	0.11827	0.1564	0.19817	0.0346	0.11776	0.07323	0.01888	0.12178	0.10873	0.113245
GO:0051701	interaction with host	0.0355	0.11827	0.1564	0.19817	0.0346	0.11776	0.07323	0.01888	0.12178	0.10873	0.113245
GO:0051806	entry into cell of other organism involved in symbiotic interaction	0.0355	0.11827	0.1564	0.19817	0.0346	0.11776	0.07323	0.01888	0.12178	0.10873	0.113245
GO:0051828	entry into other organism involved in symbiotic interaction	0.0355	0.11827	0.1564	0.19817	0.0346	0.11776	0.07323	0.01888	0.12178	0.10873	0.113245
GO:0016043	cellular component organization	0.0077	0.08506	0.9978	0.03026	0.36346	0.09889	0.01429	0.74177	0.12774	0.57595	0.113315
GO:0048009	insulin-like growth factor receptor signaling pathway	0.3204	0.0897	0.1332	0.36412	0.03015	0.09416	0.41351	0.17786	0.04319	0.0132	0.11368
GO:0006412	translation	0.0676	0.35216	0.1191	0.08108	0.14007	0.11862	0.05641	0.01295	0.18741	0.10932	0.11397
GO:0009225	nucleotide-sugar metabolic process	0.1044	0.66851	0.0468	0.04228	0.0218	0.65637	0.12376	0.01854	0.56212	0.64381	0.11408
GO:0035073	pupariation	0.0849	0.4261	0.594	0.26729	0.10757	0.42436	0.12091	0.05996	0.03891	0.09864	0.11424
GO:0001963	"synaptic transmission, dopaminergic"	0.1108	0.412	0.0551	0.07267	0.19027	0.40225	0.11843	0.11907	0.06105	0.03898	0.114615
GO:0032225	"regulation of synaptic transmission, dopaminergic"	0.1108	0.412	0.0551	0.07267	0.19027	0.40225	0.11843	0.11907	0.06105	0.03898	0.114615
GO:0030730	sequestering of triglyceride	0.0363	0.27959	0.0272	0.20914	0.14249	0.23354	0.05543	0.09104	0.05971	0.19276	0.116765
GO:0045823	positive regulation of heart contraction	0.1592	0.07637	NA	NA	0.36818	0.08109	0.15368	0.35487	0.07651	0.07136	0.117385
GO:1903524	positive regulation of blood circulation	0.1592	0.07637	NA	NA	0.36818	0.08109	0.15368	0.35487	0.07651	0.07136	0.117385
GO:0035076	ecdysone receptor-mediated signaling pathway	0.1355	0.12924	0.3606	0.17047	0.15412	0.06672	0.10603	0.09246	0.06696	0.09981	0.117635
GO:0034333	adherens junction assembly	0.1483	0.06498	0.087	0.05512	0.27185	0.08081	0.08568	0.30799	0.31185	0.16861	0.11765
GO:0035277	"spiracle morphogenesis, open tracheal system"	0.3141	0.13668	0.223	0.17554	0.0252	0.09994	0.14523	0.07486	0.04161	0.0126	0.11831
GO:0035561	regulation of chromatin binding	0.0756	NA	0.2594	0.31754	0.10917	NA	0.11995	0.11807	0.08139	0.15199	0.11901
GO:0007096	regulation of exit from mitosis	0.0436	0.15784	0.4457	0.45222	0.08019	0.0367	0.0362	0.03292	0.43816	0.43383	0.119015
GO:0006662	glycerol ether metabolic process	0.1879	0.15079	0.0873	0.03364	0.03595	0.07587	0.1999	0.02709	0.22396	0.33067	0.119045
GO:0018904	ether metabolic process	0.1879	0.15079	0.0873	0.03364	0.03595	0.07587	0.1999	0.02709	0.22396	0.33067	0.119045
GO:0043254	regulation of protein complex assembly	0.0659	0.20377	0.3275	0.71144	0.05235	0.03836	0.12757	0.20235	0.11061	0.0367	0.11909
GO:0010332	response to gamma radiation	0.0961	0.09209	0.1052	0.1753	0.12348	0.1152	0.07648	0.16507	0.25495	0.23411	0.11934
GO:0045786	negative regulation of cell cycle	0.0183	0.09722	0.386	0.236	0.12352	0.10905	0.02429	0.11588	0.39412	0.31793	0.1197
GO:0007289	spermatid nucleus differentiation	0.0735	0.32967	0.0014	0.02254	0.04046	0.25235	0.10461	0.13659	0.16227	0.45337	0.1206
GO:0006612	protein targeting to membrane	0.0627	0.14686	0.0615	0.0638	0.19883	0.08962	0.10371	0.36126	0.13777	0.23991	0.12074
GO:0000280	nuclear division	0.3848	0.22627	0.1827	0.07546	0.04571	0.14144	0.10036	0.02107	0.31389	0.04578	0.1209
GO:0006457	protein folding	0.4342	0.09366	0.0761	0.1263	0.37143	0.17658	0.60557	0.11832	0.05926	0.10422	0.12231
GO:0045017	glycerolipid biosynthetic process	0.1248	0.09187	0.164	0.08678	0.15393	0.01802	0.06931	0.13911	0.37726	0.12051	0.122655
GO:0070727	cellular macromolecule localization	0.3042	0.30088	0.1546	0.05177	0.03661	0.14883	0.2396	0.0289	0.09649	0.06151	0.12266
GO:0043525	positive regulation of neuron apoptotic process	0.0791	0.22528	0.1235	0.12186	0.05187	0.17098	0.11885	0.03433	0.14357	0.22066	0.12268
GO:0060570	negative regulation of peptide hormone processing	0.0069	0.50043	0.1179	0.17802	0.04889	0.12815	0.00547	0.05179	0.23576	0.23267	0.123025
GO:0000288	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	0.085	0.06153	0.6348	0.5974	0.13289	0.0685	0.11076	0.11465	0.44117	0.52931	0.12377
GO:0016320	endoplasmic reticulum membrane fusion	0.0929	0.20549	0.095	0.13957	0.05029	0.17155	0.1328	0.02703	0.11522	0.15593	0.12401
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.1162	0.08546	0.0397	0.02155	0.13323	0.13255	0.15394	0.10376	0.55397	0.36397	0.124375
GO:0001745	compound eye morphogenesis	0.0519	0.11293	0.63	0.55063	0.20913	0.11533	0.03593	0.32712	0.09972	0.13352	0.124425
GO:0048731	system development	0.1319	0.03303	0.0116	0.00546	0.13083	0.48032	0.04469	0.43503	0.1271	0.12209	0.124595
GO:0006342	chromatin silencing	0.1258	0.14564	0.0372	0.09203	0.12359	0.08469	0.13416	0.11662	0.46569	0.55304	0.124695
GO:0045814	"negative regulation of gene expression, epigenetic"	0.1258	0.14564	0.0372	0.09203	0.12359	0.08469	0.13416	0.11662	0.46569	0.55304	0.124695
GO:0070647	protein modification by small protein conjugation or removal	0.0611	0.04997	0.1977	0.13088	0.12034	0.03229	0.04077	0.30615	0.31886	0.47395	0.12561
GO:0009653	anatomical structure morphogenesis	0.4111	0.13464	0.1134	0.12081	0.2116	0.13204	0.04528	0.17867	0.04627	0.04155	0.126425
GO:0007316	pole plasm RNA localization	0.03	0.0788	0.5019	0.3762	0.1345	0.15315	0.06829	0.04337	0.47464	0.11849	0.126495
GO:0045451	pole plasm oskar mRNA localization	0.0334	0.11291	0.5543	0.29575	0.05994	0.16165	0.05402	0.01893	0.59433	0.14316	0.128035
GO:0060271	cilium assembly	0.2229	0.11303	0.0131	0.0194	0.04768	0.05277	0.14337	0.32958	0.22103	0.60317	0.1282
GO:0035065	regulation of histone acetylation	0.134	0.05179	0.2306	0.12289	0.16786	0.1651	0.07824	0.12299	0.07926	0.21645	0.128495
GO:1901983	regulation of protein acetylation	0.134	0.05179	0.2306	0.12289	0.16786	0.1651	0.07824	0.12299	0.07926	0.21645	0.128495
GO:2000756	regulation of peptidyl-lysine acetylation	0.134	0.05179	0.2306	0.12289	0.16786	0.1651	0.07824	0.12299	0.07926	0.21645	0.128495
GO:0001654	eye development	0.1223	0.05364	0.515	0.41374	0.33647	0.05492	0.03983	0.32791	0.05454	0.13525	0.128775
GO:0046907	intracellular transport	0.0128	0.27321	0.1086	0.10786	0.60869	0.27796	0.01075	0.37566	0.14921	0.10345	0.128905
GO:0090150	establishment of protein localization to membrane	0.0264	0.25816	0.2965	0.28207	0.17547	0.09373	0.02003	0.09982	0.09668	0.15953	0.129675
GO:0040012	regulation of locomotion	0.1222	0.43479	0.0902	0.08335	0.39151	0.54504	0.07659	0.22521	0.08456	0.13941	0.130805
GO:0007521	muscle cell fate determination	0.0903	NA	NA	NA	0.73945	NA	0.09094	0.73943	0.11376	0.14913	0.131445
GO:0048519	negative regulation of biological process	0.0239	0.58902	0.3006	0.72394	0.7732	0.06162	0.14592	0.10417	0.10012	0.11709	0.131505
GO:1903040	exon-exon junction complex assembly	0.0804	0.07311	0.1118	0.16156	0.15428	0.00599	0.07865	0.16091	0.1625	0.19195	0.13304
GO:0060485	mesenchyme development	NA	NA	0.1445	0.12174	NA	NA	NA	NA	NA	NA	0.13312
GO:1902589	single-organism organelle organization	0.0821	0.27242	0.1406	0.29586	0.25603	0.12583	0.0742	0.20118	0.00109	0.0042	0.133215
GO:0030163	protein catabolic process	0.0575	0.42435	0.5941	0.0837	0.02609	0.1834	0.02518	0.05542	0.7	0.63048	0.13355
GO:0032392	DNA geometric change	NA	0.13494	NA	NA	NA	0.13236	NA	NA	NA	NA	0.13365
GO:0032508	DNA duplex unwinding	NA	0.13494	NA	NA	NA	0.13236	NA	NA	NA	NA	0.13365
GO:0032879	regulation of localization	0.0392	0.29296	0.1152	0.07603	0.15223	0.52384	0.05237	0.07121	0.2155	0.15245	0.133715
GO:0032786	"positive regulation of DNA-templated transcription, elongation"	0.0253	0.40054	0.144	0.04751	0.03713	0.41412	0.046	0.12389	0.44518	0.2736	0.133945
GO:0010883	regulation of lipid storage	0.1471	0.60117	0.0218	0.1212	0.10835	0.28983	0.1059	0.03391	0.9077	0.60055	0.13415
GO:1905879	regulation of oogenesis	0.0688	0.02258	0.2483	0.08	0.17107	0.01803	0.09738	0.18093	0.59672	0.25833	0.134225
GO:0060811	intracellular mRNA localization involved in anterior/posterior axis specification	0.0233	0.07814	0.57	0.3249	0.11199	0.15653	0.0568	0.04257	0.59392	0.18186	0.13426
GO:0046426	negative regulation of JAK-STAT cascade	0.1196	0.24852	0.3743	0.11394	0.0529	0.15146	0.10604	0.04411	0.35534	0.4283	0.13553
GO:1904893	negative regulation of STAT cascade	0.1196	0.24852	0.3743	0.11394	0.0529	0.15146	0.10604	0.04411	0.35534	0.4283	0.13553
GO:0019094	pole plasm mRNA localization	0.0273	0.09424	0.5488	0.33097	0.1266	0.18388	0.06573	0.04893	0.53532	0.14457	0.135585
GO:0051276	chromosome organization	0.0727	0.12751	0.1474	0.94759	0.00972	0.13959	0.13195	0.01871	0.66892	0.48034	0.13577
GO:0000245	spliceosomal complex assembly	0.1924	0.20421	0.0671	0.15972	0.01879	0.11227	0.04066	0.00088	0.46422	0.24064	0.135995
GO:0043067	regulation of programmed cell death	0.4436	0.05498	0.039	0.14859	0.46958	0.08535	0.31802	0.40312	0.08549	0.1247	0.136645
GO:0019915	lipid storage	0.1552	0.53074	0.034	0.09857	0.11958	0.30208	0.07062	0.08363	0.44244	0.34413	0.13739
GO:0035210	prepupal development	0.0922	0.49938	0.5433	0.34421	0.05095	0.50045	0.04753	0.06256	0.08075	0.18349	0.137845
GO:0007315	pole plasm assembly	0.0377	0.0544	0.5023	0.38571	0.14403	0.14139	0.08072	0.06577	0.33152	0.13436	0.137875
GO:0051641	cellular localization	0.5162	0.29028	0.1459	0.13147	0.09942	0.15836	0.15269	0.06288	0.01748	0.03122	0.138685
GO:0080090	regulation of primary metabolic process	0.1696	0.19698	0.178	0.14506	0.00434	0.03112	0.08363	0.00818	0.36439	0.13267	0.138865
GO:0032456	endocytic recycling	0.0779	0.16338	0.6071	0.59973	0.27763	0.09736	0.01318	0.11436	0.21147	0.07059	0.13887
GO:0050905	neuromuscular process	0.1002	0.73193	0.114	0.16417	0.1095	0.83848	0.11076	0.3004	0.0994	0.42953	0.139085
GO:0060810	intracellular mRNA localization involved in pattern specification process	0.0198	0.07848	0.5957	0.32189	0.12491	0.15484	0.04895	0.04934	0.59374	0.1893	0.139875
GO:0006281	DNA repair	0.0247	0.12881	0.1515	0.27193	0.02365	0.06695	0.19436	0.07725	0.64943	0.82386	0.140155
GO:0034502	protein localization to chromosome	0.0274	0.16246	0.1866	0.21033	0.03817	0.11892	0.01316	0.02551	0.74226	0.53257	0.14069
GO:0032880	regulation of protein localization	0.1441	0.00835	0.0815	0.32078	0.13422	0.23965	0.13737	0.04162	0.59748	0.31599	0.140735
GO:0040029	"regulation of gene expression, epigenetic"	0.2804	0.12657	0.063	0.08876	0.15744	0.08553	0.13444	0.14746	0.80456	0.46675	0.14095
GO:0018205	peptidyl-lysine modification	0.1859	0.19122	0.0682	0.10049	0.37613	0.10603	0.10297	0.39566	0.12937	0.15361	0.14149
GO:0031507	heterochromatin assembly	0.0684	0.53617	0.0225	0.13971	0.14341	0.21855	0.12397	0.08557	0.15023	0.25206	0.14156
GO:0007282	cystoblast division	0.2926	0.09523	0.361	0.15887	0.11564	0.12443	0.17351	0.03125	0.57651	0.07278	0.14165
GO:0048592	eye morphogenesis	0.0768	0.10724	0.5702	0.51199	0.24008	0.11995	0.07797	0.35113	0.12429	0.15996	0.142125
GO:0090596	sensory organ morphogenesis	0.0768	0.10724	0.5702	0.51199	0.24008	0.11995	0.07797	0.35113	0.12429	0.15996	0.142125
GO:0008057	eye pigment granule organization	0.0989	0.14262	0.0796	0.06994	0.57295	0.13028	0.14183	0.44662	0.92688	0.87992	0.142225
GO:0022409	positive regulation of cell-cell adhesion	0.1426	0.13656	0.1545	0.31436	0.61078	0.11972	0.14145	0.53056	0.14185	0.12445	0.142225
GO:0007291	sperm individualization	0.3258	0.07091	0.0495	0.03411	0.19449	0.08971	0.46089	0.60667	0.09034	0.32455	0.142415
GO:0006544	glycine metabolic process	0.1249	0.08476	0.1557	0.13117	0.28328	0.07201	0.12461	0.26664	0.23515	0.22872	0.143435
GO:0051270	regulation of cellular component movement	0.1542	0.3937	0.0591	0.07802	0.37911	0.4327	0.10004	0.26551	0.07949	0.1332	0.1437
GO:0033059	cellular pigmentation	0.1386	0.08785	0.1265	0.11207	0.57626	0.09526	0.14942	0.32507	0.94042	0.9067	0.14401
GO:0048753	pigment granule organization	0.1386	0.08785	0.1265	0.11207	0.57626	0.09526	0.14942	0.32507	0.94042	0.9067	0.14401
GO:0007458	progression of morphogenetic furrow involved in compound eye morphogenesis	0.1247	0.33056	0.1464	0.07635	0.14163	0.41388	0.08156	0.27926	0.14659	0.0559	0.144015
GO:0051271	negative regulation of cellular component movement	0.1356	0.14741	0.2678	0.14106	0.13111	0.14837	0.11319	0.05125	0.21665	0.28152	0.144235
GO:0006886	intracellular protein transport	0.1169	0.16249	0.0719	0.04048	0.47953	0.12632	0.08954	0.53749	0.16514	0.33348	0.144405
GO:0016569	covalent chromatin modification	0.1447	0.14911	0.0387	0.03634	0.14024	0.14443	0.12952	0.1684	0.74672	0.47024	0.144565
GO:0030837	negative regulation of actin filament polymerization	0.0671	0.09174	0.3781	0.70821	0.13245	0.66906	0.1577	0.21842	0.11761	0.03699	0.145075
GO:0033036	macromolecule localization	0.059	0.44499	0.199	0.1101	0.0291	0.08983	0.05918	0.26781	0.18084	0.26172	0.14547
GO:0045995	regulation of embryonic development	0.1145	0.10754	0.1767	0.46878	0.06963	0.04664	0.26207	0.05723	0.46577	0.22887	0.1456
GO:1903506	regulation of nucleic acid-templated transcription	0.2317	0.07779	1	0.01077	0.03142	0.06839	0.2138	0.06295	0.33449	0.36062	0.145795
GO:2001141	regulation of RNA biosynthetic process	0.2317	0.07779	1	0.01077	0.03142	0.06839	0.2138	0.06295	0.33449	0.36062	0.145795
GO:0090329	regulation of DNA-dependent DNA replication	0.0471	0.16094	0.2279	0.18051	0.48422	0.16387	0.04511	0.13127	0.12162	0.12532	0.146105
GO:2000104	negative regulation of DNA-dependent DNA replication	0.0471	0.16094	0.2279	0.18051	0.48422	0.16387	0.04511	0.13127	0.12162	0.12532	0.146105
GO:0019058	viral life cycle	0.3702	0.1883	0.1361	0.10845	0.13307	0.14675	0.14565	0.10286	0.52834	0.19861	0.1462
GO:0006487	protein N-linked glycosylation	0.2088	0.18364	0.0958	0.20544	0.0043	0.11039	0.06193	0.00402	0.19018	0.2847	0.147015
GO:0006606	protein import into nucleus	0.1974	0.00389	0.1325	0.20497	0.58035	0.01955	0.16198	0.77363	0.09197	0.12485	0.14724
GO:0031124	mRNA 3'-end processing	0.2191	0.01486	0.2285	0.30274	0.07552	0.00861	0.34028	0.00589	0.42207	0.05086	0.14731
GO:0006336	DNA replication-independent nucleosome assembly	NA	0.15136	0.0304	0.0482	0.09599	0.14329	NA	0.15526	0.21926	0.38941	0.147325
GO:0034724	DNA replication-independent nucleosome organization	NA	0.15136	0.0304	0.0482	0.09599	0.14329	NA	0.15526	0.21926	0.38941	0.147325
GO:0090305	nucleic acid phosphodiester bond hydrolysis	0.2826	0.06995	0.3121	0.14678	0.06048	0.1488	0.0428	0.077	0.16189	0.23614	0.14779
GO:0030336	negative regulation of cell migration	0.1657	0.14741	0.2678	0.14106	0.13111	0.14837	0.1408	0.05125	0.21665	0.28152	0.14789
GO:2000146	negative regulation of cell motility	0.1657	0.14741	0.2678	0.14106	0.13111	0.14837	0.1408	0.05125	0.21665	0.28152	0.14789
GO:0032271	regulation of protein polymerization	0.1384	0.62481	0.5851	0.87107	0.1634	0.03474	0.07447	0.32938	0.12821	0.08589	0.1509
GO:0022407	regulation of cell-cell adhesion	0.1169	0.13595	0.3054	0.39235	0.81925	0.16646	0.06165	0.63326	0.04136	0.06952	0.151205
GO:0071324	cellular response to disaccharide stimulus	0.1169	0.23458	0.2923	0.28932	0.13437	0.07205	0.08892	0.36335	0.16835	0.05418	0.15136
GO:0071329	cellular response to sucrose stimulus	0.1169	0.23458	0.2923	0.28932	0.13437	0.07205	0.08892	0.36335	0.16835	0.05418	0.15136
GO:0030308	negative regulation of cell growth	0.0598	0.15679	0.2149	0.14638	0.47528	0.17238	0.13714	0.19155	0.04262	0.03673	0.151585
GO:0006334	nucleosome assembly	0.1471	0.33698	0.1668	0.14351	0.06327	0.13012	0.10124	0.15624	0.37424	0.36195	0.15167
GO:0097352	autophagosome maturation	0.0387	0.38384	0.2523	0.28447	0.05152	0.20773	0.09453	0.17871	0.12489	0.09997	0.1518
GO:0097576	vacuole fusion	0.0387	0.38384	0.2523	0.28447	0.05152	0.20773	0.09453	0.17871	0.12489	0.09997	0.1518
GO:0046474	glycerophospholipid biosynthetic process	0.1498	0.36565	0.1312	0.06609	0.15687	0.3175	0.12684	0.1796	0.23619	0.05993	0.153335
GO:0070828	heterochromatin organization	0.2123	0.16073	0.0324	0.04406	0.14601	0.09647	0.28184	0.04179	0.71753	0.56185	0.15337
GO:0008364	pupal chitin-based cuticle development	0.1571	0.09299	0.1741	0.02119	0.25071	0.05333	0.15049	0.39059	0.1189	0.16857	0.153795
GO:0006458	'de novo' protein folding	0.3673	0.19443	0.086	0.57123	0.04797	0.44932	0.17434	0.02603	0.13472	0.08199	0.15453
GO:0072375	medium-term memory	0.4711	0.0971	0.07	0.18127	0.16797	0.14231	0.55007	0.41696	0.09906	0.07823	0.15514
