### GO term enrichment for convergent genes in reproductive tract samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTms_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:1905269	positive regulation of chromatin organization	0.04535	0.3974	0.03671	0.12243	0.19573	0.03873	0.04982	0.57157	0.0116	0.41468	0.086125
GO:0007599	hemostasis	0.05885	0.1713	0.08178	0.02188	0.07161	0.06921	0.09063	0.14666	0.1629	0.17341	0.086205
GO:0043647	inositol phosphate metabolic process	0.04467	0.1759	0.011	0.09102	0.02682	0.08031	0.08179	0.48923	0.8108	0.8092	0.086405
GO:0010675	regulation of cellular carbohydrate metabolic process	0.01821	0.1895	0.03639	0.02251	0.049	0.05156	0.1279	0.26462	0.1225	0.12141	0.086485
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.05257	0.0927	0.43695	0.8064	0.07588	0.02549	0.08054	0.25578	0.0996	0.07156	0.08662
GO:0048388	endosomal lumen acidification	0.06346	0.0603	0.10169	0.11145	0.06648	0.08176	0.13352	0.05565	0.1208	0.09244	0.0871
GO:0051236	establishment of RNA localization	0.09192	0.2278	0.03889	0.16343	0.0823	0.07426	0.28066	0.27997	0.071	0.02754	0.08711
GO:0055082	cellular chemical homeostasis	0.40567	0.2017	0.04886	0.00817	0.00691	0.01828	0.01561	0.16557	0.2834	0.12558	0.08722
GO:0045168	cell-cell signaling involved in cell fate commitment	1	0.0353	1	0.02958	1	0.01194	1	0.02593	0.1168	0.05771	0.087255
GO:0019433	triglyceride catabolic process	0.09478	0.019	0.14065	0.11456	0.0473	0.14174	0.08194	0.02751	0.1978	0.06546	0.08836
GO:0046461	neutral lipid catabolic process	0.09478	0.019	0.14065	0.11456	0.0473	0.14174	0.08194	0.02751	0.1978	0.06546	0.08836
GO:0046464	acylglycerol catabolic process	0.09478	0.019	0.14065	0.11456	0.0473	0.14174	0.08194	0.02751	0.1978	0.06546	0.08836
GO:0007299	ovarian follicle cell-cell adhesion	0.04348	0.0613	0.10494	0.07201	0.02678	0.06267	0.13521	0.1252	0.1258	0.1528	0.088475
GO:2001044	regulation of integrin-mediated signaling pathway	0.08347	0.2257	0.10262	0.07581	0.01112	0.02262	0.06799	0.1158	0.1172	0.09409	0.08878
GO:2001046	positive regulation of integrin-mediated signaling pathway	0.08347	0.2257	0.10262	0.07581	0.01112	0.02262	0.06799	0.1158	0.1172	0.09409	0.08878
GO:0031058	positive regulation of histone modification	0.09564	0.4726	0.06355	0.10076	0.24579	0.02141	0.08207	0.639	0.0233	0.00257	0.088855
GO:0043044	ATP-dependent chromatin remodeling	0.08698	0.0691	0.04802	0.03473	0.13597	0.09086	0.12089	0.07099	0.2462	0.10788	0.08892
GO:0033554	cellular response to stress	0.04314	0.7311	0.22974	0.08827	0.06282	0.13947	0.08061	0.70909	0.0898	0.05816	0.089035
GO:0071804	cellular potassium ion transport	NA	NA	NA	0.09119	NA	NA	0.08885	NA	NA	NA	0.09002
GO:0071805	potassium ion transmembrane transport	NA	NA	NA	0.09119	NA	NA	0.08885	NA	NA	NA	0.09002
GO:0048521	negative regulation of behavior	0.05746	0.1226	0.23563	0.02033	0.04765	0.21361	0.01574	0.22444	NA	NA	0.09003
GO:0007295	growth of a germarium-derived egg chamber	0.10389	0.032	0.0645	0.07622	0.07354	0.15144	0.15163	0.0445	0.2236	0.3151	0.090055
GO:0016199	axon midline choice point recognition	0.06161	0.0686	0.09218	0.21598	0.08422	0.09512	0.60959	0.0888	0.0779	0.12899	0.09049
GO:0010605	negative regulation of macromolecule metabolic process	0.33012	0.0698	0.04678	0.03224	0.23489	0.19946	0.05387	0.04244	0.2273	0.11137	0.090585
GO:0050905	neuromuscular process	0.0558	0.0885	0.16191	0.09393	0.08832	0.11448	0.04586	0.21433	0.0425	0.11903	0.091215
GO:0043525	positive regulation of neuron apoptotic process	0.09276	0.0766	0.22719	0.04478	0.09107	0.20732	0.0217	0.07941	0.417	0.42543	0.091915
GO:0071407	cellular response to organic cyclic compound	0.03427	0.0242	0.03547	0.35219	0.07456	0.07952	0.29969	0.10481	0.2344	0.48924	0.092165
GO:0060439	trachea morphogenesis	0.03175	0.4556	0.10411	0.08224	0.02705	0.05079	0.07074	0.25389	0.1785	0.10289	0.092565
GO:0048731	system development	0.08252	0.1028	0.00964	0.55647	0.15991	0.05013	0.14216	0.58229	0.0726	0.04027	0.09266
GO:0002921	negative regulation of humoral immune response	0.24324	0.0626	0.0322	0.08444	0.10096	0.03576	0.03181	0.14794	0.3582	0.30344	0.0927
GO:0008348	negative regulation of antimicrobial humoral response	0.24324	0.0626	0.0322	0.08444	0.10096	0.03576	0.03181	0.14794	0.3582	0.30344	0.0927
GO:0051341	regulation of oxidoreductase activity	NA	NA	0.09868	NA	NA	0.08677	NA	NA	NA	NA	0.092725
GO:0060828	regulation of canonical Wnt signaling pathway	0.18659	0.1065	0.07991	0.01227	0.17441	0.07697	0.4128	0.21286	0.0373	0.02455	0.093205
GO:0071103	DNA conformation change	0.0635	0.6743	0.1038	0.07979	0.22464	0.06036	0.08274	0.64083	0.0564	0.10972	0.09327
GO:0012502	induction of programmed cell death	0.09597	0.0906	0.05303	1	0.10738	0.0505	0.0129	0.11665	1	0.04855	0.093285
GO:0035078	induction of programmed cell death by ecdysone	0.09597	0.0906	0.05303	1	0.10738	0.0505	0.0129	0.11665	1	0.04855	0.093285
GO:0035081	induction of programmed cell death by hormones	0.09597	0.0906	0.05303	1	0.10738	0.0505	0.0129	0.11665	1	0.04855	0.093285
GO:0045833	negative regulation of lipid metabolic process	0.69335	0.0869	0.07384	0.17524	0.50296	0.06356	0.25486	0.10146	0.0211	0.03736	0.09418
GO:0045792	negative regulation of cell size	0.01322	0.1277	0.02067	0.06101	0.03702	0.02182	0.20371	0.14663	0.2961	0.36045	0.094355
GO:0032844	regulation of homeostatic process	0.07399	0.0562	0.05791	0.23473	0.1019	0.00463	0.16058	0.08711	0.3463	0.38823	0.094505
GO:0050708	regulation of protein secretion	0.15732	0.0985	0.01402	0.04494	0.05553	0.09066	0.03355	0.13263	0.1736	0.143	0.09458
GO:0002832	negative regulation of response to biotic stimulus	0.18789	0.0483	0.0416	0.02102	0.13588	0.1074	0.00523	0.08182	0.5207	0.45095	0.09461
GO:0043388	positive regulation of DNA binding	0.10955	0.0301	0.24391	0.03003	0.08024	0.20692	0.21928	0.0472	0.1793	0.03991	0.094895
GO:0051099	positive regulation of binding	0.10955	0.0301	0.24391	0.03003	0.08024	0.20692	0.21928	0.0472	0.1793	0.03991	0.094895
GO:0098602	single organism cell adhesion	0.21523	0.4821	0.15794	0.05784	0.1321	0.03309	0.04846	0.46513	0.0265	0.04005	0.09497
GO:1903532	positive regulation of secretion by cell	0.29952	0.0527	0.06972	0.02878	0.15855	0.07014	0.04574	0.1198	0.3014	0.14577	0.09497
GO:0048854	brain morphogenesis	0.2452	0.0377	0.24902	0.07713	0.34058	0.1155	0.03566	0.08987	0.026	0.10022	0.095045
GO:0007131	reciprocal meiotic recombination	0.08772	0.0959	0.99291	0.07745	0.09498	0.98844	0.00846	0.13312	0.0603	0.14643	0.09544
GO:0008315	meiotic G2/MI transition	0.11697	0.1529	0.07897	0.04606	0.11222	0.07058	0.16551	0.03034	0.0458	0.19275	0.095595
GO:0044771	meiotic cell cycle phase transition	0.11697	0.1529	0.07897	0.04606	0.11222	0.07058	0.16551	0.03034	0.0458	0.19275	0.095595
GO:0009891	positive regulation of biosynthetic process	0.03897	0.0253	1	0.18565	0.0615	1	1	0.13102	0.0341	0.03135	0.09626
GO:0000226	microtubule cytoskeleton organization	0.02231	0.4004	0.00809	0.11474	0.079	0.03262	0.33397	0.07319	0.1975	0.21704	0.09687
GO:0061458	reproductive system development	0.15014	0.1932	0.04555	0.01083	0.05213	1	0.03122	0.09817	0.0957	0.12992	0.096935
GO:1900425	negative regulation of defense response to bacterium	0.19579	0.0866	0.05087	0.07789	0.21278	0.09596	0.01154	0.09811	0.2803	0.31002	0.097035
GO:0006974	cellular response to DNA damage stimulus	0.05345	0.2456	0.26773	0.10299	0.03259	0.09124	0.14909	0.21153	0.0242	0.07357	0.097115
GO:0065009	regulation of molecular function	0.07092	0.0857	0.28574	0.0785	0.02877	0.1094	0.06989	0.16542	0.2054	0.25372	0.09755
GO:0060255	regulation of macromolecule metabolic process	0.13621	0.0825	0.04955	0.03091	0.0573	0.31444	0.0704	0.11299	0.2618	0.14511	0.097745
GO:0008380	RNA splicing	0.09226	0.1559	0.33962	0.04623	0.20401	0.21904	0.05926	0.09648	0.0992	0.03193	0.09784
GO:0006997	nucleus organization	0.08506	0.2024	0.14412	0.0983	0.50726	0.16721	0.02204	0.08897	0.0974	0.02236	0.09785
GO:0006342	chromatin silencing	0.05255	0.0443	0.10613	0.03841	0.2341	0.29659	0.08526	0.09049	0.5842	0.46588	0.09831
GO:0045814	"negative regulation of gene expression, epigenetic"	0.05255	0.0443	0.10613	0.03841	0.2341	0.29659	0.08526	0.09049	0.5842	0.46588	0.09831
GO:0022412	cellular process involved in reproduction in multicellular organism	0.39556	0.0451	0.41342	0.06121	0.48661	0.35811	0.09526	0.00823	0.0828	0.10156	0.09841
GO:0051171	regulation of nitrogen compound metabolic process	0.08944	0.0095	0.44342	0.07212	0.10774	0.02556	0.17433	0.3949	0.2081	0.0341	0.09859
GO:0036093	germ cell proliferation	0.10917	0.0225	0.08841	0.23546	0.26367	0.07717	0.06901	0.06545	0.2905	0.15393	0.09879
GO:0000335	"negative regulation of transposition, DNA-mediated"	0.06391	0.133	0.04964	0.11595	0.06976	0.01055	0.11202	0.13521	0.0968	0.10135	0.099075
GO:0000337	"regulation of transposition, DNA-mediated"	0.06391	0.133	0.04964	0.11595	0.06976	0.01055	0.11202	0.13521	0.0968	0.10135	0.099075
GO:0006313	"transposition, DNA-mediated"	0.16326	0.1033	0.03139	0.08773	0.17602	0.00551	0.07638	0.10523	0.0968	0.10135	0.099075
GO:0048869	cellular developmental process	0.06858	0.087	0.01263	0.25933	0.09505	0.04555	0.10312	0.56478	0.4423	0.29856	0.099085
GO:0050657	nucleic acid transport	0.10465	0.2522	0.04498	0.17937	0.0944	0.08495	0.29914	0.30056	0.0834	0.03368	0.099525
GO:0050658	RNA transport	0.10465	0.2522	0.04498	0.17937	0.0944	0.08495	0.29914	0.30056	0.0834	0.03368	0.099525
GO:0015931	nucleobase-containing compound transport	0.06394	0.1439	0.05045	0.13424	0.09798	0.07587	0.25932	0.16602	0.1021	0.04274	0.10004
GO:0002698	negative regulation of immune effector process	0.15834	0.1142	0.03719	0.17985	0.1648	0.02812	0.08626	0.20065	0.0676	0.05189	0.10023
GO:0002701	negative regulation of production of molecular mediator of immune response	0.15834	0.1142	0.03719	0.17985	0.1648	0.02812	0.08626	0.20065	0.0676	0.05189	0.10023
GO:0002785	negative regulation of antimicrobial peptide production	0.15834	0.1142	0.03719	0.17985	0.1648	0.02812	0.08626	0.20065	0.0676	0.05189	0.10023
GO:0006325	chromatin organization	0.00377	0.0377	0.15853	0.24149	0.03712	0.10111	0.10113	0.10376	0.0439	0.13091	0.10112
GO:0045892	"negative regulation of transcription, DNA-templated"	0.09774	0.2129	0.10476	0.12165	0.45247	0.07742	0.08535	0.02719	0.7513	0.06815	0.10125
GO:1902679	negative regulation of RNA biosynthetic process	0.09774	0.2129	0.10476	0.12165	0.45247	0.07742	0.08535	0.02719	0.7513	0.06815	0.10125
GO:1903507	negative regulation of nucleic acid-templated transcription	0.09774	0.2129	0.10476	0.12165	0.45247	0.07742	0.08535	0.02719	0.7513	0.06815	0.10125
GO:0006333	chromatin assembly or disassembly	0.10322	0.201	0.10067	0.07571	0.04363	0.07455	0.06238	0.43236	0.1851	0.13361	0.101945
GO:0097155	fasciculation of sensory neuron axon	NA	0.146	NA	NA	NA	NA	NA	0.05824	NA	NA	0.10212
GO:0007165	signal transduction	0.0506	0.107	0.65141	0.01978	0.05368	0.60372	0.02022	0.09754	0.21	0.38644	0.10227
GO:0070417	cellular response to cold	0.04147	0.0087	0.16472	0.15859	0.07265	0.1638	0.14335	0.01355	0.0929	0.11192	0.10241
GO:0016198	axon choice point recognition	0.05426	0.0714	0.10913	0.20874	0.07539	0.11485	0.58242	0.09601	0.0779	0.12882	0.10257
GO:0008343	adult feeding behavior	0.54204	0.1992	0.16873	0.04138	0.59683	0.07686	0.12986	0.07617	0.0243	0.04733	0.10336
GO:0050790	regulation of catalytic activity	0.10967	0.0518	0.26563	0.03251	0.04114	0.16873	0.07561	0.09849	0.4171	0.38098	0.10408
GO:0035092	sperm chromatin condensation	0.01872	0.2805	0.04402	0.16228	0.00521	0.0351	0.3312	0.29264	0.1611	0.04717	0.104135
GO:0000018	regulation of DNA recombination	0.09959	0.5172	0.08457	0.07688	0.10893	0.00287	0.07316	0.47333	0.3999	0.4133	0.10426
GO:0035265	organ growth	0.07771	0.1062	0.03928	0.13142	0.02279	0.03298	0.10233	0.13132	0.1885	0.24792	0.104265
GO:0007584	response to nutrient	0.10516	0.0167	0.14294	0.17473	0.10405	0.12443	0.00729	0.04469	0.0937	0.14756	0.104605
GO:0060250	germ-line stem-cell niche homeostasis	0.11328	0.0921	0.14888	0.12535	0.03312	0.12405	0.2005	0.05277	0.0896	0.09632	0.1048
GO:0009451	RNA modification	0.46259	0.1468	0.06281	0.17803	0.49971	0.02972	0.21073	0.05712	0.0181	0.04195	0.104805
GO:0051172	negative regulation of nitrogen compound metabolic process	0.10811	0.1092	0.00975	0.20686	0.08261	0.0136	0.11426	0.06673	0.5062	0.10239	0.10525
GO:0006890	"retrograde vesicle-mediated transport, Golgi to ER"	0.09079	0.8141	0.11435	0.08155	0.09655	0.13224	0.09616	0.59563	0.5196	0.08733	0.10545
GO:0061025	membrane fusion	0.09266	0.087	0.03571	0.07347	0.11116	0.11755	0.63714	0.1001	0.4061	0.60428	0.10563
GO:0006904	vesicle docking involved in exocytosis	0.01847	0.1066	0.08149	0.23045	0.10565	0.16028	0.15813	0.18545	0.0866	0.08259	0.106125
GO:0048278	vesicle docking	0.01847	0.1066	0.08149	0.23045	0.10565	0.16028	0.15813	0.18545	0.0866	0.08259	0.106125
GO:0007032	endosome organization	0.11509	0.0747	0.05653	0.33934	0.09749	0.12529	0.55324	0.058	0.167	0.0897	0.10629
GO:0007486	imaginal disc-derived female genitalia development	0.1418	0.2958	0.00507	0.01332	0.21826	0.03313	0.0112	0.32414	0.2364	0.07096	0.10638
GO:0044767	single-organism developmental process	0.0437	0.0915	0.05763	0.21769	0.12136	0.02326	0.14889	0.83857	0.3135	0.05576	0.10643
GO:0034248	regulation of cellular amide metabolic process	0.1643	0.305	0.0217	0.15726	0.13194	0.04219	0.05133	0.62161	0.0165	0.0818	0.10687
GO:0009605	response to external stimulus	0.0923	0.5438	0.05767	0.12348	0.07687	0.05956	0.09005	0.64683	0.2084	0.13479	0.10789
GO:0007050	cell cycle arrest	NA	NA	NA	NA	NA	NA	NA	NA	0.1049	0.11186	0.10838
GO:0007542	"primary sex determination, germ-line"	0.22092	0.0221	0.1399	0.08828	0.07193	0.12903	0.08125	0.06252	0.335	0.14627	0.108655
GO:0006123	"mitochondrial electron transport, cytochrome c to oxygen"	0.13806	0.0495	NA	NA	0.13239	NA	NA	0.08601	NA	NA	0.1092
GO:0046622	positive regulation of organ growth	0.02796	0.5853	0.03921	0.24485	0.11097	0.05195	0.10812	0.47885	0.1145	0.09188	0.109545
GO:0051246	regulation of protein metabolic process	0.22635	0.1073	0.07611	0.02369	0.11184	0.0662	0.039	0.2499	0.1771	0.62384	0.10957
GO:0007281	germ cell development	0.36273	0.0988	0.15835	0.06143	0.47827	0.12061	0.12491	0.01638	0.0532	0.08972	0.109705
GO:0051130	positive regulation of cellular component organization	0.01055	0.5741	0.00049	0.08312	0.06096	0.00266	0.13633	0.48609	0.3533	0.33336	0.109725
GO:0007351	tripartite regional subdivision	0.30801	0.1053	0.09716	0.0823	0.33256	0.18606	0.03774	0.11435	0.1355	0.08755	0.109825
GO:0008595	"anterior/posterior axis specification, embryo"	0.30801	0.1053	0.09716	0.0823	0.33256	0.18606	0.03774	0.11435	0.1355	0.08755	0.109825
GO:0051047	positive regulation of secretion	0.33067	0.0247	0.1581	0.06516	0.12022	0.09939	0.10049	0.06675	0.1705	0.13449	0.110355
GO:0044801	single-organism membrane fusion	0.09266	0.0677	0.03571	0.07347	0.11116	0.11755	0.63714	0.10989	0.4981	0.69053	0.110525
GO:2001269	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.007	0.0972	0.16472	0.15859	0.04956	0.1638	0.14335	0.10959	0.0929	0.11192	0.110755
GO:0042775	mitochondrial ATP synthesis coupled electron transport	0.04305	0.2617	0.12816	0.09344	0.05979	0.04619	0.68967	0.20046	0.2152	0.03116	0.1108
GO:0046660	female sex differentiation	0.14088	0.0838	0.15813	0.00521	0.13844	0.04295	0.00683	0.03498	0.2755	0.24699	0.11112
GO:0030149	sphingolipid catabolic process	NA	NA	NA	0.12232	NA	NA	0.10075	NA	NA	NA	0.111535
GO:0046466	membrane lipid catabolic process	NA	NA	NA	0.12232	NA	NA	0.10075	NA	NA	NA	0.111535
GO:0007539	"primary sex determination, soma"	0.11219	0.3829	0.09771	0.11586	0.03441	0.0885	0.11102	0.01526	0.2469	0.16124	0.111605
GO:0046503	glycerolipid catabolic process	0.06639	0.0309	0.13698	0.18327	0.03245	0.12119	0.14159	0.04693	0.1666	0.10203	0.11161
GO:0032502	developmental process	0.05041	0.0822	0.09205	0.21482	0.1317	0.01599	0.1375	0.69904	0.4483	0.07463	0.111875
GO:0090174	organelle membrane fusion	0.0717	0.0885	0.0149	0.07317	0.13758	0.07864	0.69109	0.13552	0.6743	0.76224	0.11201
GO:0030003	cellular cation homeostasis	0.00478	0.2799	0.13957	0.03778	0.02428	0.07731	0.08456	0.18869	0.4545	0.30169	0.112065
GO:0006541	glutamine metabolic process	0.1194	0.0561	0.0315	0.23133	0.16775	0.12242	0.44129	0.10692	0.0407	0.01552	0.11316
GO:0033301	cell cycle comprising mitosis without cytokinesis	0.21881	0.0569	0.21273	0.01777	0.25422	0.16877	0.0439	0.37818	0.038	0.05768	0.113225
GO:0010896	regulation of triglyceride catabolic process	0.32476	0.1799	0.03885	0.11325	NA	0.05796	0.11262	0.31898	NA	NA	0.11325
GO:0010898	positive regulation of triglyceride catabolic process	0.32476	0.1799	0.03885	0.11325	NA	0.05796	0.11262	0.31898	NA	NA	0.11325
GO:0050996	positive regulation of lipid catabolic process	0.32476	0.1799	0.03885	0.11325	NA	0.05796	0.11262	0.31898	NA	NA	0.11325
GO:1990044	protein localization to lipid particle	0.32476	0.1799	0.03885	0.11325	NA	0.05796	0.11262	0.31898	NA	NA	0.11325
GO:0045823	positive regulation of heart contraction	0.13924	NA	0.36381	NA	0.08834	0.07119	NA	NA	NA	NA	0.11379
GO:1903524	positive regulation of blood circulation	0.13924	NA	0.36381	NA	0.08834	0.07119	NA	NA	NA	NA	0.11379
GO:0010039	response to iron ion	0.12522	NA	0.33007	0.34487	0.05052	0.06234	0.4357	NA	0.1024	0.10022	0.11381
GO:0031099	regeneration	0.17888	0.8186	0.02533	0.13125	0.27583	0.06448	0.0788	0.92434	0.0976	0.06139	0.114425
GO:0016337	single organismal cell-cell adhesion	0.12812	0.4902	0.14058	0.12017	0.07688	0.04496	0.10982	0.4831	0.0618	0.06449	0.114995
GO:0051480	regulation of cytosolic calcium ion concentration	0.18868	0.0671	0.03038	0.127	0.21604	0.04081	0.10307	0.03135	0.4096	0.24915	0.115035
GO:0060070	canonical Wnt signaling pathway	0.20468	0.1283	0.1033	0.01473	0.19125	0.09644	0.44071	0.24432	0.0328	0.02649	0.1158
GO:0042766	nucleosome mobilization	0.11837	0.4594	0.08212	0.16091	0.20271	0.09069	0.11324	0.39728	0.0866	0.05402	0.115805
GO:0048523	negative regulation of cellular process	0.41028	0.2014	0.03778	0.07155	0.27712	0.00578	0.05109	0.08287	0.2264	0.14907	0.11597
GO:0042381	hemolymph coagulation	0.05885	0.1783	0.08178	0.03911	0.07161	0.06921	0.15031	0.19382	0.1629	0.17341	0.116045
GO:0050817	coagulation	0.05885	0.1783	0.08178	0.03911	0.07161	0.06921	0.15031	0.19382	0.1629	0.17341	0.116045
GO:0009948	anterior/posterior axis specification	0.27087	0.128	0.08118	0.08605	0.2806	0.1578	0.04021	0.13896	0.1046	0.07897	0.1163
GO:0090307	mitotic spindle assembly	0.10499	0.0089	0.09581	0.42935	0.12851	0.02913	0.28784	0.01259	0.7452	0.17296	0.11675
GO:0009123	nucleoside monophosphate metabolic process	0.08607	0.1466	0.14966	0.05863	0.10155	0.06934	0.63859	0.0271	0.2159	0.13232	0.116935
GO:0048469	cell maturation	0.22363	0.2332	0.08705	0.05183	0.06302	0.10787	0.10116	0.12702	0.2039	0.21755	0.117445
GO:0007110	meiosis I cytokinesis	0.04233	0.1322	0.14656	0.01239	0.03864	0.29135	0.00445	0.42332	0.1027	0.28611	0.11745
GO:0031441	negative regulation of mRNA 3'-end processing	0.12339	NA	NA	NA	0.11277	NA	NA	NA	NA	NA	0.11808
GO:0035158	"regulation of tube diameter, open tracheal system"	0.06491	0.4624	0.08457	0.11223	0.12423	0.07602	0.0159	0.36551	0.6675	0.53173	0.11823
GO:0043170	macromolecule metabolic process	0.05148	0.1304	0.28632	0.13499	0.06728	0.06519	0.14516	0.10608	0.0971	0.56134	0.11824
GO:0008354	germ cell migration	0.10629	0.1314	0.38226	0.17948	0.06461	0.35965	0.07641	0.14986	0.0853	0.09701	0.118845
GO:0007276	gamete generation	0.27925	0.0109	0.15548	0.0443	0.38834	0.34069	0.08344	0.00351	0.0418	0.15425	0.118845
GO:0033119	negative regulation of RNA splicing	0.14723	0.0395	0.08832	0.65394	0.06069	0.09079	0.36582	0.05434	0.4962	0.4493	0.11901
GO:0035337	fatty-acyl-CoA metabolic process	0.03582	0.0438	0.1276	0.38914	0.02577	0.28746	0.54686	0.03654	0.1514	0.11044	0.11902
GO:0046949	fatty-acyl-CoA biosynthetic process	0.03582	0.0438	0.1276	0.38914	0.02577	0.28746	0.54686	0.03654	0.1514	0.11044	0.11902
GO:0051881	regulation of mitochondrial membrane potential	0.09121	NA	NA	NA	0.10875	NA	NA	NA	0.1294	0.40642	0.119075
GO:0048679	regulation of axon regeneration	0.11803	0.4468	0.06082	0.14246	0.12026	0.08407	0.14427	0.32294	0.0897	0.06222	0.119145
GO:0070570	regulation of neuron projection regeneration	0.11803	0.4468	0.06082	0.14246	0.12026	0.08407	0.14427	0.32294	0.0897	0.06222	0.119145
GO:0009790	embryo development	0.14406	0.0909	0.10011	0.13803	0.80447	0.16447	0.21465	0.10036	0.0376	0.08686	0.119195
GO:0042773	ATP synthesis coupled electron transport	0.09667	0.3143	0.14242	0.08853	0.09676	0.05415	0.76651	0.17436	0.1503	0.04864	0.11959
GO:0030237	female sex determination	0.22867	0.0851	0.04463	0.08671	0.08893	0.04016	0.82605	0.15198	0.5	0.32893	0.120455
GO:0044707	single-multicellular organism process	0.05633	0.1275	0.23221	0.23609	0.1489	0.05662	0.11364	0.49371	0.0074	0.00716	0.12057
GO:0042810	pheromone metabolic process	1	0.0347	0.05119	1	0.07283	0.0439	1	0.16865	0.0545	0.23224	0.12074
GO:1903432	regulation of TORC1 signaling	0.05085	0.4318	0.05385	NA	0.18176	0.05287	NA	0.18396	0.061	0.41199	0.12138
GO:0042391	regulation of membrane potential	0.08663	0.0878	0.02045	0.12243	0.12058	0.02273	0.6193	0.13955	0.3224	0.51748	0.121505
GO:0019222	regulation of metabolic process	0.05141	0.8696	0.0569	0.63873	0.09966	0.28689	0.08317	0.14341	0.2928	0.0672	0.121535
GO:0061640	cytoskeleton-dependent cytokinesis	0.09699	0.0704	0.05611	0.06197	0.14634	0.22898	0.23866	0.04346	0.2443	0.49846	0.121665
GO:0060810	intracellular mRNA localization involved in pattern specification process	0.59393	0.1009	0.14295	0.08204	0.33768	0.26787	0.03419	0.15406	0.0681	0.05198	0.121925
GO:0008406	gonad development	0.46275	0.1402	0.06923	0.06095	0.1568	0.0256	0.10394	0.07219	0.2134	0.29385	0.12207
GO:0045137	development of primary sexual characteristics	0.46275	0.1402	0.06923	0.06095	0.1568	0.0256	0.10394	0.07219	0.2134	0.29385	0.12207
