### GO term enrichment for convergent genes in leg samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTpa_GSEA	toTge_GSEA	toTms_GSEA	toTte_GSEA	toTdi_GSEA	toTps_GSEA	toTcm_GSEA	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	median_GSEA
GO:0044744	protein targeting to nucleus	0.1104	0.04884	0.09043	0.10783	0.01937	1	0.09995	0.26631	0.01722	0.05758	0.09519
GO:0031036	myosin II filament assembly	0.2001	0.35817	0.05368	0.49038	0.08461	0.03632	0.01029	0.01213	0.33251	0.10587	0.09524
GO:0035593	positive regulation of Wnt signaling pathway by establishment of Wnt protein localization to extracellular region	NA	NA	NA	NA	0.09892	0.09621	0.09073	0.09563	NA	NA	0.09592
GO:0042461	photoreceptor cell development	0.9214	0.8062	0.11374	0.01238	0.05076	0.07905	0.22913	0.2564	0.03578	0.0681	0.096395
GO:0000288	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	0.0437	0.05094	0.39287	0.18148	0.1595	0.14637	0.04036	0.03641	0.00835	0.15762	0.098655
GO:0015740	C4-dicarboxylate transport	0.5603	0.43878	0.14626	0.01245	0.07215	0.07959	0.14667	0.0271	0.11845	0.01945	0.09902
GO:0042335	cuticle development	0.3094	0.22529	0.06867	0.10164	0.09886	0.03235	0.0241	0.21499	0.06384	0.24127	0.10025
GO:0010675	regulation of cellular carbohydrate metabolic process	0.817	0.33926	0.14124	0.04366	0.07726	0.08439	0.10401	0.14988	0.09671	0.04645	0.10036
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.9523	0.99776	0.08461	0.33735	0.11631	0.06131	0.07995	0.05754	0.01093	0.22183	0.10046
GO:0010906	regulation of glucose metabolic process	0.8532	0.37556	0.14124	0.03787	0.08858	0.09698	0.10401	0.14988	0.09671	0.05599	0.100495
GO:0015991	ATP hydrolysis coupled proton transport	0.0081	0.07103	0.05555	0.51582	0.18036	0.17681	0.02312	0.13003	0.05093	0.52083	0.10053
GO:0001963	"synaptic transmission, dopaminergic"	0.0456	0.04516	0.09011	0.47751	0.22528	0.25378	0.05363	0.06733	0.40742	0.11183	0.10097
GO:0032225	"regulation of synaptic transmission, dopaminergic"	0.0456	0.04516	0.09011	0.47751	0.22528	0.25378	0.05363	0.06733	0.40742	0.11183	0.10097
GO:0043623	cellular protein complex assembly	0.104	0.09838	0.05241	0.34127	0.03215	0.0659	0.14625	0.00619	0.14551	0.32603	0.10119
GO:0071559	response to transforming growth factor beta	0.8842	0.67048	0.19586	1	0.06188	0.14062	0.05766	0.02877	0.02891	0.0221	0.10125
GO:0071822	protein complex subunit organization	0.1989	0.05005	0.11814	0.15446	0.01538	0.01814	0.02005	0.08439	0.14078	0.16555	0.101265
GO:0009126	purine nucleoside monophosphate metabolic process	0.2002	0.13764	0.09977	0.10328	0.05263	0.04996	0.13113	0.15387	0.05196	0.01581	0.101525
GO:0009167	purine ribonucleoside monophosphate metabolic process	0.2002	0.13764	0.09977	0.10328	0.05263	0.04996	0.13113	0.15387	0.05196	0.01581	0.101525
GO:0006302	double-strand break repair	0.0474	0.11033	0.02615	0.27492	0.09685	0.09415	0.1796	0.20634	0.02701	0.64811	0.10359
GO:0030497	fatty acid elongation	0.0423	0.03485	0.274	0.07985	0.21133	0.27884	0.1279	0.1329	0.07094	0.07513	0.103875
GO:0043066	negative regulation of apoptotic process	0.8104	0.40998	0.09254	0.3974	0.0913	0.0488	0.03406	0.00498	0.11666	0.79301	0.1046
GO:0006890	"retrograde vesicle-mediated transport, Golgi to ER"	0.3228	0.41565	0.10179	0.02328	0.29016	0.28697	0.03439	0.00858	0.10838	0.02401	0.105085
GO:0007306	eggshell chorion assembly	0.077	0.09763	0.0981	0.04941	0.11212	0.13734	0.08757	0.11846	0.16881	0.19497	0.10511
GO:0046621	negative regulation of organ growth	0.0178	0.01654	0.04353	0.01131	0.41308	0.22386	0.41583	0.46013	0.11314	0.09765	0.105395
GO:0003002	regionalization	0.5269	0.91057	0.08184	0.25523	0.05262	0.07819	0.02046	0.07089	0.12947	0.45434	0.105655
GO:0009952	anterior/posterior pattern specification	0.093	0.00974	0.058	0.1412	0.06838	0.11951	0.10472	0.10714	0.12081	0.12617	0.10593
GO:0007289	spermatid nucleus differentiation	0.0503	0.22909	0.16971	0.0078	0.21478	0.16341	0.09754	0.11486	0.05488	0.0139	0.1062
GO:0009141	nucleoside triphosphate metabolic process	0.1055	0.06648	0.14701	0.14387	0.06872	0.06437	0.13612	0.19796	0.10739	0.02122	0.106445
GO:0042478	regulation of eye photoreceptor cell development	0.5657	0.51329	0.03776	0.14934	0.06196	0.06466	0.05277	0.04103	1	0.30634	0.107
GO:0098542	defense response to other organism	0.2186	0.11657	0.27295	0.09881	0.0201	0.15299	0.07438	0.04535	0.15214	0.08252	0.10769
GO:1990778	protein localization to cell periphery	0.3045	0.10891	0.08209	0.04608	0.19414	0.41289	0.08596	0.10784	0.09372	0.13229	0.108375
GO:0007018	microtubule-based movement	0.09	0.05625	0.38561	0.07054	0.46167	0.2189	0.04996	0.08069	0.32959	0.12717	0.108585
GO:0043406	positive regulation of MAP kinase activity	0.0804	0.03645	0.30224	0.14212	0.01073	0.01571	0.03325	0.13687	0.31085	0.24818	0.108635
GO:0006451	translational readthrough	0.2572	0.10186	0.10835	0.08285	0.43568	0.11295	0.09814	0.01468	0.10919	0.23896	0.10877
GO:0032456	endocytic recycling	0.1872	0.16754	0.05058	0.03656	0.03163	0.12232	0.56879	0.11523	0.01267	0.10239	0.10881
GO:0046824	positive regulation of nucleocytoplasmic transport	0.1002	0.13979	0.13949	0.23332	0.11761	0.08738	0.06582	0.04792	0.16668	0.01587	0.108905
GO:0007395	"dorsal closure, spreading of leading edge cells"	0.8804	0.5126	0.03305	0.00645	0.07111	0.14784	0.1743	0.16297	0.0409	0.00749	0.109475
GO:1901566	organonitrogen compound biosynthetic process	0.0041	0.11322	0.08207	0.11752	0.05735	0.10593	0.14496	0.01674	0.2798	0.16318	0.109575
GO:0046686	response to cadmium ion	0.0348	0.02845	0.07475	0.19643	0.1839	0.04592	0.0945	0.12525	0.18027	0.1971	0.109875
GO:0009123	nucleoside monophosphate metabolic process	0.1751	0.11393	0.10619	0.13733	0.02692	0.02851	0.14688	0.16396	0.06055	0.02377	0.11006
GO:0009161	ribonucleoside monophosphate metabolic process	0.1751	0.11393	0.10619	0.13733	0.02692	0.02851	0.11901	0.13576	0.06055	0.02377	0.11006
GO:0008272	sulfate transport	0.08	0.08892	0.59236	0.11183	0.02684	0.03072	0.32797	0.35343	0.66993	0.1086	0.110215
GO:0034314	Arp2/3 complex-mediated actin nucleation	0.237	0.2574	0.0618	0.03956	0.21266	0.06977	0.15098	0.05013	0.40015	0.05502	0.110375
GO:0045938	"positive regulation of circadian sleep/wake cycle, sleep"	0.0069	0.0334	0.02193	0.34127	0.37558	0.41812	0.11738	0.22626	0.08887	0.10352	0.11045
GO:0034622	cellular macromolecular complex assembly	0.4557	0.2411	0.02715	0.22	0.1022	0.16777	0.04821	0.00981	0.0539	0.12098	0.11159
GO:0006842	tricarboxylic acid transport	0.0242	0.02801	0.31999	0.02154	0.1166	0.10665	0.27159	0.2989	0.33333	0.01956	0.111625
GO:0015746	citrate transport	0.0242	0.02801	0.31999	0.02154	0.1166	0.10665	0.27159	0.2989	0.33333	0.01956	0.111625
GO:0000038	very long-chain fatty acid metabolic process	0.0058	0.00194	0.26352	0.09055	0.30947	0.32838	0.16162	0.13374	0.03847	0.06838	0.112145
GO:0040003	chitin-based cuticle development	0.6262	0.45018	0.0446	0.12328	0.10103	0.06867	0.05736	0.1936	0.03994	0.19327	0.112155
GO:0050686	negative regulation of mRNA processing	0.0225	0.07881	0.2792	0.26215	0.25089	0.08834	0.01219	0.05664	0.13604	0.37574	0.11219
GO:1903312	negative regulation of mRNA metabolic process	0.0225	0.07881	0.2792	0.26215	0.25089	0.08834	0.01219	0.05664	0.13604	0.37574	0.11219
GO:0045926	negative regulation of growth	0.3141	0.07362	0.12967	0.03826	0.27337	0.52689	0.06181	0.097	0.1773	0.07619	0.113335
GO:0035293	chitin-based larval cuticle pattern formation	0.8613	0.86628	0.43328	0.1059	0.09587	0.12107	0.02561	0.01147	0.39079	0.08723	0.113485
GO:0000281	mitotic cytokinesis	0.8146	0.57895	0.10448	0.01514	0.00903	0.00814	0.42907	0.23709	0.12274	0.04045	0.11361
GO:0006885	regulation of pH	0.0467	0.04388	1	0.29828	0.05672	0.05439	0.17873	0.17158	0.01917	0.32516	0.11415
GO:0030004	cellular monovalent inorganic cation homeostasis	0.0467	0.04388	1	0.29828	0.05672	0.05439	0.17873	0.17158	0.01917	0.32516	0.11415
GO:0055067	monovalent inorganic cation homeostasis	0.0467	0.04388	1	0.29828	0.05672	0.05439	0.17873	0.17158	0.01917	0.32516	0.11415
GO:0000187	activation of MAPK activity	0.1356	0.09401	0.60195	0.36729	0.04001	0.05359	0.05514	0.06905	0.61881	0.34797	0.114805
GO:0031929	TOR signaling	0.1856	0.14859	0.02081	0.01821	0.48575	0.01782	0.15355	0.15835	0.04904	0.08459	0.11659
GO:0033206	meiotic cytokinesis	0.1516	0.12994	0.19134	0.0346	0.0473	0.04988	0.81006	0.8191	0.10438	0.06879	0.11716
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	0.0525	0.06016	0.00884	0.24145	0.1975	0.18355	0.12195	0.11294	0.01013	0.21471	0.117445
GO:0051961	negative regulation of nervous system development	0.2891	0.14123	0.13862	0.01153	0.56089	0.48225	0.06117	0.097	0.03642	0.09443	0.11781
GO:0021955	central nervous system neuron axonogenesis	0.0337	0.03496	0.13706	0.09578	0.22081	0.20816	0.3311	0.0229	0.15036	0.09958	0.11832
GO:0007389	pattern specification process	0.8502	0.92104	0.12176	0.11537	0.0403	0.06226	0.03082	0.06746	0.13459	0.32218	0.118565
GO:0090383	phagosome acidification	0.0856	0.10112	0.05743	0.15285	0.21085	0.17525	0.11631	0.12251	0.09194	0.16324	0.11941
GO:0060070	canonical Wnt signaling pathway	0.5726	0.46712	0.06677	0.09166	0.13137	0.14681	0.14862	0.07427	0.10746	0.09774	0.119415
GO:0042908	xenobiotic transport	0.0779	0.06201	0.02312	0.39578	0.38684	0.37865	0.10635	0.13259	0.06282	0.38503	0.11947
GO:0090162	establishment of epithelial cell polarity	0.138	0.12462	0.21946	0.03446	0.12	0.08908	0.05786	0.09316	0.12164	0.22337	0.12082
GO:0045571	negative regulation of imaginal disc growth	0.013	0.01372	0.04214	0.10738	0.18474	0.07265	0.24242	0.36892	0.13473	0.25919	0.121055
GO:0030513	positive regulation of BMP signaling pathway	0.924	0.94307	0.12924	NA	0.03963	0.04566	0.08747	0.11423	0.13955	NA	0.121735
GO:0031329	regulation of cellular catabolic process	0.9468	0.93257	0.26522	0.03613	0.04774	0.11813	0.12562	0.0572	0.40698	0.02377	0.121875
GO:0034248	regulation of cellular amide metabolic process	0.0062	0.12424	0.02547	0.16239	0.18413	0.06092	0.06721	0.11959	0.77192	0.27897	0.121915
GO:0016242	negative regulation of macroautophagy	0.1256	0.3883	0.00428	0.07157	0.16678	0.06364	0.11853	0.20079	0.02484	0.28342	0.122065
GO:0048646	anatomical structure formation involved in morphogenesis	0.7469	0.25227	0.474	0.05224	0.08514	0.13612	0.00717	0.09209	0.27968	0.1087	0.12241
GO:0050953	sensory perception of light stimulus	0.0658	0.20119	0.16711	0.11264	0.07536	0.08826	0.92443	0.37448	0.02022	0.13294	0.12279
GO:0006023	aminoglycan biosynthetic process	0.0591	0.07662	0.25423	0.15491	0.10139	0.22594	0.10828	0.12058	0.17765	0.12541	0.122995
GO:0031331	positive regulation of cellular catabolic process	0.8503	0.63957	0.24217	0.04272	0.02644	0.0641	0.18126	0.04794	0.28293	0.06473	0.122995
GO:0043410	positive regulation of MAPK cascade	0.9574	0.38084	0.10325	0.2863	0.14286	0.06146	0.06744	0.03159	0.05686	0.50249	0.123055
GO:0050768	negative regulation of neurogenesis	0.1256	0.0848	0.24606	0.0191	0.48365	0.56775	0.07287	0.05786	0.1832	0.12196	0.12378
GO:0009894	regulation of catabolic process	0.9775	0.98051	0.27767	0.15204	0.03535	0.09521	0.09638	0.04609	0.24847	0.09449	0.12421
GO:0060996	dendritic spine development	NA	NA	0.19816	0.0208	NA	NA	1	0.03962	0.21172	0.05031	0.124235
GO:0097194	execution phase of apoptosis	0.1392	0.10983	0.06909	0.29963	0.34286	0.23082	0.10248	0.09658	0.08179	0.29428	0.124515
GO:0010468	regulation of gene expression	0.9952	0.999	0.04227	0.00247	0.17979	0.07375	0.15431	0.10142	0.14764	0.09569	0.12453
GO:0009309	amine biosynthetic process	NA	NA	0.01217	0.13104	0.45191	0.4753	NA	NA	0.01629	0.11816	0.1246
GO:0042401	cellular biogenic amine biosynthetic process	NA	NA	0.01217	0.13104	0.45191	0.4753	NA	NA	0.01629	0.11816	0.1246
GO:0006109	regulation of carbohydrate metabolic process	0.8912	0.42398	0.21135	0.08011	0.08573	0.07837	0.12694	0.16173	0.12289	0.07239	0.124915
GO:0000578	embryonic axis specification	0.2041	0.03057	0.09467	0.0954	0.09809	0.17627	0.22703	0.26183	0.13508	0.11478	0.12493
GO:0030718	germ-line stem cell population maintenance	0.8449	0.77394	0.17219	0.22347	0.0117	0.03107	0.0445	0.07808	0.04622	0.5664	0.125135
GO:0030177	positive regulation of Wnt signaling pathway	0.4109	0.10678	0.12959	0.23246	0.08826	0.12102	0.01138	0.0247	0.36692	0.29406	0.125305
GO:0001775	cell activation	0.2622	0.27615	0.07941	0.03991	0.04435	0.17079	0.35118	0.35078	0.08007	0.04157	0.12543
GO:0051531	NFAT protein import into nucleus	0.172	0.25088	0.15629	1	0.08752	0.03912	1	0.01719	0.09549	0.01102	0.12589
GO:0051532	regulation of NFAT protein import into nucleus	0.172	0.25088	0.15629	1	0.08752	0.03912	1	0.01719	0.09549	0.01102	0.12589
GO:0000375	"RNA splicing, via transesterification reactions"	0.2844	0.09889	0.18897	0.35558	0.10546	0.10584	0.14622	0.02644	0.06841	0.5609	0.12603
GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	0.2844	0.09889	0.18897	0.35558	0.10546	0.10584	0.14622	0.02644	0.06841	0.5609	0.12603
GO:0000398	"mRNA splicing, via spliceosome"	0.2844	0.09889	0.18897	0.35558	0.10546	0.10584	0.14622	0.02644	0.06841	0.5609	0.12603
GO:0051924	regulation of calcium ion transport	0.0025	0.00318	0.18254	0.07794	0.41228	0.41716	0.1444	0.10778	0.2139	0.02658	0.12609
GO:0046330	positive regulation of JNK cascade	0.1999	0.31417	0.36414	0.05659	0.05716	0.09259	0.24273	0.13872	0.11354	0.0776	0.12613
GO:0042306	regulation of protein import into nucleus	0.1878	0.12646	0.15602	0.11047	0.0833	0.04075	0.1873	0.7614	0.12624	0.02516	0.12635
GO:1900180	regulation of protein localization to nucleus	0.1878	0.12646	0.15602	0.11047	0.0833	0.04075	0.1873	0.7614	0.12624	0.02516	0.12635
GO:1903533	regulation of protein targeting	0.1878	0.12646	0.15602	0.11047	0.0833	0.04075	0.1873	0.7614	0.12624	0.02516	0.12635
GO:1904589	regulation of protein import	0.1878	0.12646	0.15602	0.11047	0.0833	0.04075	0.1873	0.7614	0.12624	0.02516	0.12635
GO:0009893	positive regulation of metabolic process	0.75	0.69637	0.11765	0.35217	0.10654	0.13516	0.25375	0.08567	0.09621	0.1062	0.126405
GO:0045185	maintenance of protein location	0.1288	0.1241	0.83694	0.08666	0.13465	0.03729	0.06428	0.13058	0.87989	0.08825	0.12645
GO:0033500	carbohydrate homeostasis	0.0514	0.15049	0.50619	0.10247	0.08752	0.05387	0.37241	0.40144	0.53948	0.0448	0.12648
GO:0007351	tripartite regional subdivision	0.1434	0.02275	0.08746	0.09052	0.08512	0.18052	0.24816	0.23702	0.16476	0.10977	0.126585
GO:0008595	"anterior/posterior axis specification, embryo"	0.1434	0.02275	0.08746	0.09052	0.08512	0.18052	0.24816	0.23702	0.16476	0.10977	0.126585
GO:0070647	protein modification by small protein conjugation or removal	0.4472	0.35059	0.1052	0.02468	0.14851	0.17141	0.10044	0.02085	0.29077	0.01712	0.126855
GO:0010950	positive regulation of endopeptidase activity	0.1322	0.06432	0.11199	0.08924	0.1452	0.12745	0.12825	0.02856	0.14557	0.27011	0.12785
GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.1322	0.06432	0.11199	0.08924	0.1452	0.12745	0.12825	0.02856	0.14557	0.27011	0.12785
GO:0018992	germ-line sex determination	0.2791	0.13535	0.08403	0.31249	0.04415	0.00415	0.02714	0.12053	0.99696	0.29856	0.12794
GO:0051299	centrosome separation	0.4833	0.38485	0.25388	0.08205	0.05121	0.13114	0.11221	0.03146	0.36393	0.12483	0.127985
GO:0035019	somatic stem cell population maintenance	0.2521	0.26888	0.0686	0.16581	0.08873	0.09122	0.07712	0.07932	0.23762	0.16788	0.128515
GO:0040029	"regulation of gene expression, epigenetic"	0.1287	0.22738	0.01715	0.23989	0.26139	0.09925	0.0983	0.12939	0.0096	0.75679	0.129045
GO:0035026	leading edge cell differentiation	0.9998	0.99357	0.11336	0.02329	0.10543	0.13187	0.40409	0.21236	0.12728	0.04271	0.129575
GO:0046663	"dorsal closure, leading edge cell differentiation"	0.9998	0.99357	0.11336	0.02329	0.10543	0.13187	0.40409	0.21236	0.12728	0.04271	0.129575
GO:0032012	regulation of ARF protein signal transduction	0.1296	0.11109	NA	NA	NA	NA	NA	0.13142	NA	NA	0.1296
GO:0007293	germarium-derived egg chamber formation	0.3194	0.10793	0.09435	0.19336	0.07706	0.17279	0.06287	0.15525	0.06909	0.15248	0.130205
GO:0008089	anterograde axonal transport	0.1854	0.17513	0.26303	0.0679	0.08524	0.08624	0.01427	0.03517	0.23996	0.17952	0.130685
GO:0035292	"specification of segmental identity, trunk"	0.1092	0.18136	0.1033	0.14421	NA	NA	NA	NA	0.11721	0.16565	0.13071
GO:0060341	regulation of cellular localization	0.1383	0.0706	0.19623	0.04261	0.20829	0.09442	0.08121	0.54421	0.43775	0.12497	0.131635
GO:0042742	defense response to bacterium	0.3505	0.32946	0.3199	0.10163	0.03668	0.21155	0.10528	0.08906	0.15842	0.05118	0.13185
GO:0031325	positive regulation of cellular metabolic process	0.8767	0.71835	0.15125	0.03017	0.0985	0.13626	0.39506	0.12811	0.06171	0.10366	0.132185
GO:0007006	mitochondrial membrane organization	0.1539	0.83071	0.08841	0.17513	0.08826	0.08995	0.31583	0.31118	0.08821	0.11091	0.132405
GO:0008589	regulation of smoothened signaling pathway	0.5944	0.4874	0.33299	0.11895	0.02002	0.02577	0.13446	0.11093	0.13061	0.19807	0.132535
GO:0031330	negative regulation of cellular catabolic process	0.5996	0.58496	0.73715	0.03906	0.1358	0.0935	0.04157	0.1191	0.25973	0.13026	0.13303
GO:0072593	reactive oxygen species metabolic process	0.0813	0.06021	0.08333	0.18486	0.56441	0.38085	0.20321	0.08228	0.05138	0.50663	0.134095
GO:0045168	cell-cell signaling involved in cell fate commitment	0.0954	0.17615	0.1985	0.03233	0.3961	0.40335	0.04532	0.27377	0.06413	0.02	0.135775
GO:0046331	lateral inhibition	0.0954	0.17615	0.1985	0.03233	0.3961	0.40335	0.04532	0.27377	0.06413	0.02	0.135775
GO:0000154	rRNA modification	0.0958	0.25886	0.18676	0.14407	0.02729	0.12827	0.08833	0.0725	0.18098	0.14366	0.135965
GO:0050908	detection of light stimulus involved in visual perception	0.1417	0.34963	0.00308	0.17294	0.20474	0.19449	0.01462	0.00752	0.02549	0.13096	0.13633
GO:0090150	establishment of protein localization to membrane	0.3656	0.60307	0.10357	0.13935	0.13454	0.18169	0.06642	0.08455	0.17073	0.1033	0.136945
GO:0090316	positive regulation of intracellular protein transport	0.1941	0.26982	0.19139	0.26696	0.08038	0.08266	0.06731	0.01437	0.24629	0.01087	0.137025
GO:0033014	tetrapyrrole biosynthetic process	0.2871	0.22522	0.66204	0.01523	0.07902	0.02885	0.10838	0.16771	0.63882	0.01061	0.138045
GO:0052547	regulation of peptidase activity	0.1526	0.95725	0.08572	0.12476	0.03887	0.06456	0.20787	0.04745	0.16698	0.37389	0.13868
GO:0007343	egg activation	0.2442	0.24358	NA	0.03313	NA	NA	NA	NA	NA	0.03413	0.138855
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	0.1043	0.09031	0.05342	0.12085	0.45651	0.26229	0.23695	0.1569	0.00782	0.29648	0.138875
GO:0031937	positive regulation of chromatin silencing	0.8151	0.74892	0.12813	0.15185	0.0095	0.01206	0.54688	0.54967	0.11528	0.1137	0.13999
GO:0031034	myosin filament assembly	0.0273	0.19971	0.33068	0.58707	0.04743	0.04722	0.02293	0.08048	0.57012	0.27476	0.140095
GO:2000647	negative regulation of stem cell proliferation	0.3009	0.13691	0.09146	0.01001	0.23613	0.14342	0.16147	0.17466	0.10005	0.0168	0.140165
GO:0015919	peroxisomal membrane transport	0.0274	0.03157	0.17628	0.04558	0.39811	0.3909	0.1333	0.14854	0.22576	0.03429	0.14092
GO:0045046	protein import into peroxisome membrane	0.0274	0.03157	0.17628	0.04558	0.39811	0.3909	0.1333	0.14854	0.22576	0.03429	0.14092
GO:0016071	mRNA metabolic process	0.164	0.24451	0.03768	0.30675	0.15783	0.12421	0.09515	0.0009	0.01875	0.4504	0.14102
GO:0034645	cellular macromolecule biosynthetic process	0.1205	0.87695	0.09208	0.14478	0.15266	0.1376	0.42074	0.08425	0.3548	0.01095	0.14119
GO:0035265	organ growth	0.3213	0.11164	0.12466	0.01112	0.32632	0.1727	0.15802	0.22687	0.06131	0.04352	0.14134
GO:0043412	macromolecule modification	0.5537	0.63968	0.31358	0.0093	0.10909	0.14629	0.13686	0.04694	0.21854	0.01515	0.141575
GO:0008088	axo-dendritic transport	0.152	0.15706	0.30825	0.06014	0.29585	0.13223	0.07569	0.06158	0.38215	0.04778	0.142115
GO:0006873	cellular ion homeostasis	0.1515	0.13329	0.853	0.06257	0.00986	0.02182	0.29072	0.2585	0.16764	0.03935	0.142395
GO:0000018	regulation of DNA recombination	0.1456	0.99808	0.0968	0.40065	0.05084	0.05065	0.13931	0.99838	0.10262	0.31622	0.142455
GO:0035044	sperm aster formation	0.4802	0.27783	0.1382	0.13017	0.10947	0.02901	0.48894	0.16065	0.14749	0.12375	0.142845
GO:0007406	negative regulation of neuroblast proliferation	0.2646	0.21253	0.11683	0.01001	0.17158	0.0966	0.21178	0.22743	0.0766	0.0168	0.144205
GO:2000178	negative regulation of neural precursor cell proliferation	0.2646	0.21253	0.11683	0.01001	0.17158	0.0966	0.21178	0.22743	0.0766	0.0168	0.144205
GO:0045849	negative regulation of nurse cell apoptotic process	0.1144	0.38287	0.14691	0.17952	0.00839	0.01438	0.10882	0.14202	0.22117	0.32788	0.144465
GO:0006904	vesicle docking involved in exocytosis	0.0876	0.07637	0.55078	0.17743	0.04082	0.06336	0.18036	0.11316	0.51803	0.40732	0.145295
GO:0048278	vesicle docking	0.0876	0.07637	0.55078	0.17743	0.04082	0.06336	0.18036	0.11316	0.51803	0.40732	0.145295
GO:0043069	negative regulation of programmed cell death	0.8087	0.44728	0.11249	0.4151	0.06208	0.03367	0.02324	0.14615	0.14449	0.83589	0.14532
GO:0098529	"neuromuscular junction development, skeletal muscle fiber"	0.1445	0.10286	0.27616	0.03369	0.02661	0.1731	0.14676	0.16377	0.23327	0.05001	0.14563
GO:0045186	zonula adherens assembly	0.0859	0.09623	0.18286	0.0089	0.92601	0.85694	0.47162	0.70311	0.10998	0.04002	0.14642
GO:0007350	blastoderm segmentation	0.1437	0.05356	0.15809	0.31737	0.06712	0.1495	0.07083	0.067	0.361	0.22861	0.1466
GO:0015865	purine nucleotide transport	NA	NA	0.07252	0.23437	NA	NA	NA	NA	0.07644	0.21768	0.14706
GO:0015868	purine ribonucleotide transport	NA	NA	0.07252	0.23437	NA	NA	NA	NA	0.07644	0.21768	0.14706
GO:0042761	very long-chain fatty acid biosynthetic process	0.0934	0.05634	0.24555	0.15043	NA	NA	0.22574	0.27722	0.06334	0.14372	0.147075
GO:0045478	fusome organization	0.2049	0.30038	0.09107	0.20463	0.13882	0.28011	0.11599	0.15616	0.07746	0.08857	0.14749
